"pmGroupId";"category";"consistentData";"generation";"switchingTechnology";"validity";"moClass";"model";"subtree";"description";"pmGroupVersion";"measurementTypeId";"measurementName";"size";"collectionMethod";"description";"condition";"aggregation";"measurementStatus";"measurementResult";"multiplicity";"initialValue";"resetAtGranPeriod";"derSampleRate";"fmAlarmType";"thresholdDirection";"isCompressed"
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmLOther";"pmLOther";8;"CC";"The estimated distribution of the Uplink load caused by inter-cell and external interferers. The sampled value is a load factor and is unitless with range 0..1, where 0 means no load and 1 is maximum possible load.\n\nBins:\n[0]: Number of samples in range [0..0.02[\n[1]: Number of samples in range [0.02..0.04[\n...\n[48]: Number of samples in range [0.96..0.98[\n[49]: Number of samples in range [0.98..1]\n      ";"Sampled every 100 ms. The actual measurement is started when the EUL resources are setup.\n      ";"SUM";"USED";;50;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmSumNackedBitsCellEulTti10";"pmSumNackedBitsCellEulTti10";8;"CC";"Counter for the total amount of nacked data received in kbits after HARQ process on MAC-e/MAC-i level for all 10 ms TTI users in a cell, excluding data that is NACKed due to lack of hardware to decode the frame. Note that k = 1000. An E-DCH user may belong to several cells or sector carriers (in case of a cell using more than one carrier) at the same time. If so is the case the user will be counted in each of these cells or sector carriers (in case of a cell using more than one carrier).\n      ";"Stepped every 10 ms for 10 ms TTI users when data that is received is NACKed after HARQ process. Data that is not decoded due to lack of hardware to decode the frame is excluded from contributing to the count. The actual measurement is started when the EUL resources are setup.\n      ";"SUM";"USED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmEulFachHarqTransm";"pmEulFachHarqTransm";8;"CC";"Number of HARQ transmissions attempted until correct reception.\nBins:\n[0]: E-TFCI acked at first transmission \n[1]: E-TFCI acked after 1 re-transmission \n[2]: E-TFCI acked after 2 re-transmissions \n[3]: E-TFCI acked after 3 or more re-transmissions";"Sampled every 100 ms, every time data E-DPDCH is correctly decoded. The actual measurement is started when the EUL resources are setup.";"SUM";"USED";;4;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmNoActive2msFramesEulTd";"pmNoActive2msFramesEulTd";8;"CC";"Sum of used 2 ms frames (TTI) for TD-scheduled E-DCH users.\nTD-scheduled E-DCH users which receive scheduled or non-scheduled E-DCH data in the frame, in a cell during a granularity period.\n      ";"Stepped every 2 ms frame (TTI) when active TD user sends E-DCH data.\n      ";"SUM";"USED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmCapacityAllocRejServEDchUsers";"pmCapacityAllocRejServEDchUsers";8;"CC";"\nNumber of rejected attempts to allocate resources for new Serving E-DCH user (related to pmCapacityLimitServEDchUser).\nIf the corresponding carrier is part of a cell using more than one carrier, its value is undefined.\n\nDeprecated: Since 17.Q2. Replaced by EDchResourcesCell::pmCapacityAllocRejServEDchUsers.\n      ";"Sample taken each granularity period. Measurement starts when EUL resources are setup.";"SUM";"DEPRECATED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmSumNackedBitsCellEulTti2Td";"pmSumNackedBitsCellEulTti2Td";8;"CC";"Total amount of nacked data received in kbits after HARQ process.\nReceived data is on MAC-e/MAC-i level for all TD-scheduled users in a cell. Excludes data that is NACKed due to lack of hardware to decode the frame. Note that k = 1000.\n      ";"Stepped every 2 ms frame (TTI) for TD users when received data is nacked after HARQ process. Not decoded data due to lack of hardware to decode the frame is excluded from contributing to the count. Measurement starts when EUL resources are setup.\n      ";"SUM";"USED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmEulFachHarqTransmFailure";"pmEulFachHarqTransmFailure";8;"CC";"Number of HARQ failures for EUL FACH traffic.\n      ";"Incremented every time there is a HARQ failure for EUL FACH transmissions.\n      ";"SUM";"USED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmTotalRotCoverage";"pmTotalRotCoverage";8;"CC";"Counter per cell for the total Rise over Thermal (RoT) (including all uplink traffic and external interference) that affects the coverage.\n\nBins:\n[0]: Number of samples less than 0.5 dB\n[1]: Number of samples in range [0.5..1.0[ dB\n[2]: Number of samples in range [1.0..1.5[ dB\n...\n[49]: Number of samples in range [24.5..25[ dB\n[50]: Number of samples greater than or equal to 25 dB\n      ";"Sampled every 100 ms. The actual measurement is started when the cell is setup.\n      ";"SUM";"USED";;51;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmTotRateGrantedEul";"pmTotRateGrantedEul";8;"CC";"Total granted Uu rate. Counter for the total granted Uu rate for all E-DCH users including soft/softer handover by the scheduler per cell.\n\nBins:\n[0]: Number of samples in range [0..100[ kbits/s\n[1]: Number of samples in range [100..200[ kbits/s\n...\n[59]: Number of samples in range [5900..6000[ kbits/s\n[60]: Number of samples greater than or equal to 6000 kbits/s\n      ";"Sampled every 100 ms. The actual measurement is started when the EUL resources are setup. The counter is not stepped due to EUL FACH activity.\n      ";"SUM";"USED";;61;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmLCEdch";"pmLCEdch";8;"CC";"The C-EDCH Uu load estimate in a cell. Includes component from E-DPDCH, E-DPCCH and DPCCH for EUL FACH users in the cell, but not that from the HS-DPCCH. The sampled value is a load factor and is unitless with range 0..1, where 0 means no load and 1 is infinite load.\n\nBins:\n[0]: Number of samples in range [0..0.02[\n[1]: Number of samples in range [0.02..0.04[\n...\n[49]: Number of samples in range [0.98..1]\n      ";"Sampled every 100 ms. The actual measurement is started when the EUL resources are setup.\n      ";"SUM";"USED";;50;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmNoActive2msFramesEul";"pmNoActive2msFramesEul";8;"CC";"Sum of used 2 ms frames (TTI) that receive E-DCH data in a cell during a granularity period for all E-DCH users, excluding frames that are not decoded due to lack of hardware. Note that this counter also includes TTIs for TD Scheduled users. An E-DCH user may belong to several cells or sector carriers (in case of a cell using more than one carrier) at the same time. If so is the case the user will be counted in each of these cells or sector carriers (in case of a cell using more than one carrier).\n      ";"Every 2 ms TTI that receives E-DCH data that is active. Note that if e.g. 3 users transmit during a specific 2 ms period, the counter will be incremented by 3. The counter is not stepped due to EUL FACH activity.\n      ";"SUM";"USED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmBurstLengthEulFach";"pmBurstLengthEulFach";8;"CC";"Total number of bits acked (MAC level) in an EUL FACH access. This counter only applies to DCCH/DTCH transmissions and not to CCCH transmissions.\n\nBins:\n[0]: [1..500[ bits\n[1]: [500..1000[ bits\n[2]: [1000..1500[ bits\n...\n[30]: [15000-15500[ bits\n[31]: >= 15500 bits\n      ";"Increased every time an EUL FACH access is completed for DCCH/DTCH transmissions.";"SUM";"USED";;32;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmSumAckedBitsCellEulFach";"pmSumAckedBitsCellEulFach";8;"CC";"Counter for the total amount of acked data received after HARQ process on MAC-i level for all EUL FACH 10 ms TTI users in a cell. Unit 1 kilobit.\n      ";"Stepped every 10 ms for 10 ms TTI EUL FACH users when received data are acknowledged after HARQ process.\n      ";"SUM";"USED";;1;0;true;;;;false
"EDchResources";;;"UMTS";;true;EDchResources;Wrat;NodeBFunction;"Contains all PM counters for EDchResources";"V8KpARNutqzz5zPwvY37xDIsj54=";"pmNoActive10msFramesEul";"pmNoActive10msFramesEul";8;"CC";"Sum of used 10 ms frames (TTI) that receive E-DCH data in a\ncell during a granularity period for all E-DCH users, excluding frames that are not decoded due to lack of hardware. An E-DCH user may belong to several cells or sector carriers (in case of a cell using more than one carrier) at the same time. If so is the case the user will be counted in each of these cells or sector carriers (in case of a cell using more than one carrier).\n      ";"Every 10 ms TTI that receives E-DCH data that is active, excluding frames that are not decoded due to lack of hardware. The actual measurement is started when the EUL resources are setup. The counter is not stepped due to EUL FACH activity.\n      ";"SUM";"USED";;1;0;true;;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessDownDurationTotal";"bfdSessDownDurationTotal";8;"CC";"Total duration in milliseconds where connection is lost, measured via sessionState signal.";;"SUM";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessDroppedPackets";"bfdSessDroppedPackets";8;"CC";"Number of control packets dropped.";;"SUM";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessTxPackets";"bfdSessTxPackets";8;"CC";"Number of control packets sent.";;"SUM";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessUpCount";"bfdSessUpCount";8;"CC";"Number of times this session has gone into UP state.";;"SUM";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessRxPackets";"bfdSessRxPackets";8;"CC";"Number of control packets received.";;"SUM";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessDownCount";"bfdSessDownCount";8;"CC";"Number of times this session has gone into DOWN state, measured via sessionState signal.";;"SUM";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessDownDurationMin";"bfdSessDownDurationMin";8;"GAUGE";"Minimum duration in milliseconds where connection is lost, measured via sessionState signal.";;"LAST_UPDATE";"USED";"OK";1;0;true;0;;;false
"BfdSessionIPv6";;;;;true;BfdSessionIPv6;RtnBfdPMIPv6;Transport;"BfdSessionIPv6 statistics";"JyAlHaeFPjf4JADNcaZ6sn8o3P8=";"bfdSessDownDurationMax";"bfdSessDownDurationMax";8;"GAUGE";"Maximum duration in milliseconds where connection is lost, measured via sessionState signal.";;"LAST_UPDATE";"USED";"OK";1;0;true;0;;;false
"AbisIp";;;"GSM";;true;AbisIp;Grat;BtsFunction;"Contains L2TP counters for GSM Sector.";"RmM7xzIun619TL7Ak5UfGsZExwA=";"pmL2tpRecPack";"pmL2tpRecPack";8;"CC";"Number of received L2TP packets.";"Counts packets considered OK from L2TP point of view.\n      \t\tPackets out-of-sequence or with wrong CRC are not counted. \n      \t\tDuplicated counts as out-of-sequence.\n      \t\t";"SUM";"USED";;1;0;true;;;;false
"AbisIp";;;"GSM";;true;AbisIp;Grat;BtsFunction;"Contains L2TP counters for GSM Sector.";"RmM7xzIun619TL7Ak5UfGsZExwA=";"pmL2tpLostPack";"pmL2tpLostPack";8;"CC";"Number of lost L2TP packets.";"Counts sequence gap between two OK packets.\n      \t\tPackets out-of-sequence or with wrong CRC are not counted but can indirectly contribute to this counter if considered lost.\n      \t\t";"SUM";"USED";;1;0;true;;;;false
"AbisIp";;;"GSM";;true;AbisIp;Grat;BtsFunction;"Contains L2TP counters for GSM Sector.";"RmM7xzIun619TL7Ak5UfGsZExwA=";"pmL2tpSentPack";"pmL2tpSentPack";8;"CC";"Number of sent L2TP packets.";"Counts packets sent from GSM Sector.\n      \t\t";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZtemporary95";"pmZtemporary95";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeAtt";"pmHoExeAtt";4;"CC";"The number of attempts to start Single Radio Voice Call Continuity (SRVCC) handover execution from LTE to GSM/EDGE Radio Access Network (GERAN).\nScanner: Primary";"MobilityFromEUtraCommand including the Information on target RAT and cell is sent to the UE from the source cell, including a VoIP bearer.";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeCancel";"pmHoExeCancel";4;"CC";"Number of SRVCC handovers to GERAN executions cancelled by RBS.\nScanner: Not included in any predefined scanner";"SRVCC handover to GERAN execution is cancelled. The RBS initiates Handover Cancel procedure.";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSucc";"pmHoPrepSucc";4;"CC";"The number of successful Single Radio Voice Call Continuity (SRVCC) handover preparations from LTE to GSM/EDGE Radio Access Network (GERAN).\nScanner: Primary";"HANDOVER COMMAND message is received by the source eNodeB from the MME (S1 handover), including a VoIP bearer.";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepAtt";"pmHoPrepAtt";4;"CC";"The number of attempts to start Single Radio Voice Call Continuity (SRVCC) handover preparation from LTE to GSM/EDGE Radio Access Network (GERAN).\nScanner: Primary";"A better GERAN cell is reported by the UE and a VoIP bearer is established.";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmZtemporary94";"pmZtemporary94";4;"CC";"Normally this counter is not used, it can however sometimes be temporarily used for very late additions in a release. If so, for description see Network Impact Report in the CPI.\nScanner: Not included in any predefined scanner";;"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepCancelReest";"pmHoPrepCancelReest";4;"CC";"Number of SRVCC handovers to GERAN preparations cancelled by RBS due to RRC Connection Re-establishment.\nScanner: Not included in any predefined scanner";"SRVCC handover to GERAN preparation is cancelled due to RRC Re-establishment trigger. The RBS initiates Handover Cancel procedure.";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepCancel";"pmHoPrepCancel";4;"CC";"Number of SRVCC handovers to GERAN preparations cancelled by RBS.\nScanner: Not included in any predefined scanner";"SRVCC handover to GERAN preparation is cancelled. The RBS initiates Handover Cancel procedure.";"SUM";"USED";;1;0;true;;;;false
"GeranCellRelation";"LRAT";true;"EPS";"PS";true;GeranCellRelation;Lrat;ENodeBFunction;"Counters for GeranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeSucc";"pmHoExeSucc";4;"CC";"The number of successful Single Radio Voice Call Continuity (SRVCC) handover executions from LTE to GSM/EDGE Radio Access Network (GERAN).\nScanner: Primary";"UE CONTEXT RELEASE COMMAND received in the source eNodeB from the MME with the cause Handover Triggered (S1 handover) and the UE has a VoIP bearer.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepCancelSrvcc";"pmHoPrepCancelSrvcc";4;"CC";"Number of SRVCC handovers to UTRAN preparations cancelled by RBS.\nScanner: Not included in any predefined scanner";"SRVCC handover to UTRAN preparation is cancelled. The RBS initiates Handover Cancel procedure.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSuccCsfbEm";"pmHoPrepSuccCsfbEm";4;"CC";"The number of successful handover preparations triggered by CS Fallback Emergency Call.\nScanner: Not included in any predefined scanner";"CS Fallback Emergency Call is initiated for the UE and HANDOVER COMMAND is received in the source eNodeB from the MME.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepAttCsfb";"pmHoPrepAttCsfb";4;"CC";"The number of attempts to start outgoing handover preparation triggered by CS Fallback.\nScanner: Not included in any predefined scanner";"CS Fallback is initiated for the UE and the eNB selected a target cell for handover.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSuccCsfb";"pmHoPrepSuccCsfb";4;"CC";"The number of successful handover preparations triggered by CS Fallback.\nScanner: Not included in any predefined scanner";"CS Fallback is initiated for the UE and HANDOVER COMMAND is received in the source eNodeB from the MME.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepAttSrvccLb";"pmHoPrepAttSrvccLb";4;"CC";"Number of SRVCC handover to UTRAN preparation attempts due to load balancing action\nScanner: Not included in any predefined scanner";"The eNodeB performs a load balancing action and SRVCC handover is required.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSuccNonMob";"pmHoPrepSuccNonMob";4;"CC";"Number of successful outgoing UTRAN handover preparations due to non-mobility reasons.\nScanner: Not included in any predefined scanner";"HANDOVER COMMAND message is received by the source eNodeB from the MME (S1 handover) and the source eNB initiated the handover due to non-mobility reasons.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepAttLb";"pmHoPrepAttLb";4;"CC";"Number of handover to UTRAN preparation attempts due to load balancing action\nScanner: Not included in any predefined scanner";"The eNodeB performs a load balancing action.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepAttNonMob";"pmHoPrepAttNonMob";4;"CC";"Number of attempts to start outgoing UTRAN handover preparation due to non-mobility reasons.\nScanner: Not included in any predefined scanner";"Stepped at every outgoing UTRAN handover preparation attempt due to non-mobility reasons.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepCancelSrvccReest";"pmHoPrepCancelSrvccReest";4;"CC";"Number of SRVCC handovers to UTRAN preparations cancelled by RBS due to RRC Connection Re-establishment.\nScanner: Not included in any predefined scanner";"SRVCC handover to UTRAN preparation is cancelled due to RRC Re-establishment trigger. The RBS initiates Handover Cancel procedure.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSuccLb";"pmHoPrepSuccLb";4;"CC";"Number of successful handover to UTRAN preparations due to load balancing action\nScanner: Not included in any predefined scanner";"The HANDOVER COMMAND message is received from the MME (S1 handover) and the eNodeB initiated the handover due to load balancing action.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSucc";"pmHoPrepSucc";4;"CC";"Number of successful handover to UTRAN or TD-SCDMA preparations.\nScanner: Not included in any predefined scanner";"HANDOVER COMMAND received in the source eNodeB from the MME (S1 handover).";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepSuccSrvcc";"pmHoPrepSuccSrvcc";4;"CC";"Number of successful SRVCC handover to UTRAN preparations.\nScanner: Primary";"HANDOVER COMMAND received in the source eNodeB from the MME (S1 handover) including a VoIP bearer.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeAttLb";"pmHoExeAttLb";4;"CC";"Number of handover to UTRAN execution attempts due to load balancing action\nScanner: Not included in any predefined scanner";"The MobilityFromEUTRACommand message is sent to the UE and the eNodeB initiated the handover due to load balancing action.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoPrepAtt";"pmHoPrepAtt";4;"CC";"Number of handover to UTRAN or TD-SCDMA preparation attempts.\nScanner: Not included in any predefined scanner";"A better UTRAN or TD-SCDMA cell is reported by the UE.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeSuccNonMob";"pmHoExeSuccNonMob";4;"CC";"Number of successful outgoing UTRAN handovers performed due to non-mobility reasons.\nScanner: Not included in any predefined scanner";"UE CONTEXT RELEASE COMMAND received in the source eNodeB from the MME with the cause Handover Triggered, S1 handover, and the source eNB initiated the handover due to non-mobility.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeSuccSrvcc";"pmHoExeSuccSrvcc";4;"CC";"Number of successful SRVCC handovers to UTRAN.\nScanner: Primary";"UE CONTEXT RELEASE COMMAND received in the source eNodeB from the MME with the cause S1 Handover Triggered including a VoIP bearer.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeAtt";"pmHoExeAtt";4;"CC";"Number of handover to UTRAN or TD-SCDMA execution attempts.\nScanner: Not included in any predefined scanner";"MobilityFromEUTRACommand towards the UTRAN or TD-SCDMA cell is sent to the UE.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmLbQualifiedUe";"pmLbQualifiedUe";4;"CC";"Number of UEs that report the related UTRAN cell as the qualified cell for load balancing or offload. This is a subcounter of pmLbMeasRepUe.\nScanner: Not included in any predefined scanner";"Stepped when UE reports the related cell as the strongest UTRAN cell. If the feature Service-Specific Load Management is operable, QCI specific offsets are also considered if applicable.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeSuccLb";"pmHoExeSuccLb";4;"CC";"Number of successful handovers to UTRAN due to load balancing action\nScanner: Not included in any predefined scanner";"The UE CONTEXT RELEASE COMMAND message is received from the MME with the cause Handover Triggered (S1 handover) and the eNodeB initiated the handover due to load balancing action.";"SUM";"USED";;1;0;true;;;;false
"UtranCellRelation";"LRAT";true;"EPS";"PS";true;UtranCellRelation;Lrat;ENodeBFunction;"Counters for UtranCellRelation";"oBCnVAH7gCn5NgP6YKEf9ldSkuU=";"pmHoExeCancelSrvcc";"pmHoExeCancelSrvcc";4;"CC";"Number of SRVCC handovers to UTRAN executions cancelled by RBS.\nScanner: Not included in any predefined scanner";"SRVCC handover to UTRAN execution is cancelled. The RBS initiates Handover Cancel procedure.";"SUM";"USED";;1;0;true;;;;false
